label,offset,n,state_ppl_mean,state_ppl_std,state_latency_mean,state_latency_std,state_size_kb_mean,state_size_kb_std
carryover_alpha_0.9,7,160,49.231712936510824,51.54761626900579,0.7458204843453131,0.4203367762972471,19106.0908203125,0.0
carryover_alpha_0.9,8,142,52.90066375846759,67.4489958109555,0.803183621543289,0.3432067041913794,19106.0908203125,0.0
carryover_alpha_0.9,9,100,53.88317698685451,56.50032754164831,0.7336931400559843,0.3851456830552777,19106.0908203125,0.0
carryover_alpha_0.9,10,130,55.12348756508799,75.17591637746568,0.7844792008471604,0.3366911185859563,19106.0908203125,0.0
carryover_alpha_0.9,11,72,53.53082157311118,57.12985047519837,0.7182938407640904,0.4138305076775306,19106.0908203125,0.0
carryover_alpha_0.9,12,115,54.125483069341165,60.4010000458065,0.8016495713316228,0.3761228527249152,19106.0908203125,0.0
carryover_alpha_0.9,13,46,44.8187200782428,43.21783780030444,0.7655938610677486,0.415029250305251,19106.0908203125,0.0
carryover_alpha_0.9,14,96,63.78766434824686,82.51981617095618,0.8078955987196726,0.4229785654100487,19106.0908203125,0.0
carryover_alpha_0.9,15,27,38.61084642120605,34.678800854480464,0.7865318079237584,0.5674535446743141,19106.0908203125,0.0
carryover_alpha_0.9,16,78,76.03948082392738,124.11910554007927,0.8045148697610085,0.4211458867870808,19106.0908203125,0.0
carryover_alpha_0.9,17,6,16.14335068836674,20.50204998539937,1.0252364203333855,0.9916311117042507,19106.0908203125,0.0
carryover_alpha_0.9,18,65,75.78595220860103,115.74827064962555,0.8033351005269931,0.4103400590739147,19106.0908203125,0.0
carryover_alpha_0.9,20,54,96.63632280751943,229.80893072656505,0.74290043051803,0.3556829974529857,19106.0908203125,0.0
carryover_alpha_0.9,22,41,100.86409529770638,188.48268146703393,0.7820844576217052,0.4359344392178234,19106.0908203125,0.0
carryover_alpha_0.9,24,30,126.81328484995365,319.6145299483062,0.7755084885284305,0.3205115786270107,19106.0908203125,0.0
carryover_alpha_0.9,26,22,153.07067919299004,280.0177932723962,0.7155805780044333,0.2988884549480231,19106.0908203125,0.0
carryover_alpha_0.9,28,16,249.48477400547412,424.0828181495932,0.7042050746968016,0.18974668670279857,19106.0908203125,0.0
carryover_alpha_0.9,30,6,591.2827115277656,923.4826276706573,0.6806972256551186,0.20806742087066069,19106.0908203125,0.0
carryover_alpha_0.5,1,160,34.217859179247135,40.84904671628677,0.6955958881240804,0.2962339396051487,19106.0908203125,0.0
carryover_alpha_0.5,2,142,33.42511554410276,26.96778656039739,0.7638718050930806,0.3085929013355119,19106.0908203125,0.0
carryover_alpha_0.5,3,160,30.336472528323288,25.62055335904326,0.7343261629808694,0.37908818812769224,19106.0908203125,0.0
carryover_alpha_0.5,4,142,31.66880121816001,28.350710956097714,0.7730271323505317,0.31918531481710816,19106.0908203125,0.0
carryover_alpha_0.5,5,160,32.6666952183965,33.36232034928245,0.7403629833133891,0.380818637730812,19106.0908203125,0.0
carryover_alpha_0.5,6,142,35.789862979951224,37.24584937056874,0.7974185450199309,0.33352463809672805,19106.0908203125,0.0
carryover_alpha_0.5,7,160,39.56715080984539,43.15249707876855,0.7656386921182274,0.43151767505228167,19106.0908203125,0.0
carryover_alpha_0.5,8,142,45.2649671834941,59.729850931859865,0.8242731627903249,0.3490430527243113,19106.0908203125,0.0
carryover_alpha_0.5,9,100,44.08557904647484,46.23646096220749,0.7447457379382104,0.38598074729501214,19106.0908203125,0.0
carryover_alpha_0.5,10,130,48.140650838017436,70.6056723397756,0.8127873450302734,0.34444274114095247,19106.0908203125,0.0
carryover_alpha_0.5,11,72,44.12327860366151,46.94242563268489,0.7409805159938211,0.38030478387343186,19106.0908203125,0.0
carryover_alpha_0.5,12,115,45.97439156465337,46.052296838259466,0.787604757098724,0.36790848444623964,19106.0908203125,0.0
carryover_alpha_0.5,13,46,40.126496777431804,42.16184315683213,0.7970460967525191,0.4330011098824573,19106.0908203125,0.0
carryover_alpha_0.5,14,96,52.48595238859855,56.62432725365621,0.8199087005632464,0.43829610920567164,19106.0908203125,0.0
carryover_alpha_0.5,15,27,34.5493306629496,33.560473666965805,0.8006993792261239,0.5750500952389427,19106.0908203125,0.0
carryover_alpha_0.5,16,78,58.423799607821415,63.13128709403113,0.8095145462176356,0.426047603239296,19106.0908203125,0.0
carryover_alpha_0.5,17,6,14.384872677864799,19.833744277889814,0.9180987315873305,0.886536783782219,19106.0908203125,0.0
carryover_alpha_0.5,18,65,61.6790988285171,73.57317257494897,0.8034111888362812,0.37251966313447493,19106.0908203125,0.0
carryover_alpha_0.5,20,54,76.53100180569092,136.53285671385316,0.7817332357754586,0.362006166262047,19106.0908203125,0.0
carryover_alpha_0.5,22,41,82.57718548516341,129.77003003094626,0.7823013067018332,0.473700452457977,19106.0908203125,0.0
carryover_alpha_0.5,24,30,105.14332614697011,222.39977610826378,0.8166008998019,0.3914980927357691,19106.0908203125,0.0
carryover_alpha_0.5,26,22,134.99082497825708,222.65506408979246,0.760404365772212,0.29174884702333803,19106.0908203125,0.0
carryover_alpha_0.5,28,16,224.6685166101778,351.4983894710212,0.7414284365368076,0.26896849833285014,19106.0908203125,0.0
carryover_alpha_0.5,30,6,535.2782154142586,811.1488136530288,0.6770573051956793,0.1949790405340891,19106.0908203125,0.0
carryover_alpha_0.1,1,160,36.155586253681335,41.6721947841765,0.5782884600223042,0.3265167471431693,19106.0908203125,0.0
carryover_alpha_0.1,2,142,33.22756483204058,27.29250908237276,0.6013052248277925,0.35327028677587,19106.0908203125,0.0
carryover_alpha_0.1,3,160,29.44498586628938,24.279246253531294,0.5992315321636852,0.3912943544369156,19106.0908203125,0.0
carryover_alpha_0.1,4,142,30.199200657809463,28.346057380940454,0.6150318262114806,0.32032821234729186,19106.0908203125,0.0
carryover_alpha_0.1,5,160,31.00545631343781,31.636011448030526,0.5865300890000071,0.37926245642107903,19106.0908203125,0.0
carryover_alpha_0.1,6,142,33.023053495140346,32.83636079159991,0.6346661899579873,0.3162572090079083,19106.0908203125,0.0
carryover_alpha_0.1,7,160,37.73702625963603,41.95099504154362,0.6241941260464955,0.4276620127570855,19106.0908203125,0.0
carryover_alpha_0.1,8,142,42.55639307910972,53.52962250296322,0.658488495295054,0.3329342273326269,19106.0908203125,0.0
carryover_alpha_0.1,9,100,42.789743656567246,46.69339101524111,0.5890884111914784,0.3764044917806425,19106.0908203125,0.0
carryover_alpha_0.1,10,130,46.74232331519626,72.05709176109177,0.6645791625245833,0.3391017152215477,19106.0908203125,0.0
carryover_alpha_0.1,11,72,43.36533714119514,48.46705840911387,0.6165448659254859,0.41203219724214946,19106.0908203125,0.0
carryover_alpha_0.1,12,115,44.394524609775154,44.964444344439244,0.6329312543263254,0.36465772804255314,19106.0908203125,0.0
carryover_alpha_0.1,13,46,39.425082366836875,42.69065328997557,0.6648947547756784,0.39295789402494935,19106.0908203125,0.0
carryover_alpha_0.1,14,96,50.025306845723605,52.33435361130379,0.6809370419359766,0.4125844365453808,19106.0908203125,0.0
carryover_alpha_0.1,15,27,34.12077664757733,34.27860522925438,0.7094789519906044,0.5654694615748861,19106.0908203125,0.0
carryover_alpha_0.1,16,78,53.6589468800414,51.04886584395652,0.6624147793373618,0.420086678007651,19106.0908203125,0.0
carryover_alpha_0.1,17,6,13.776536260281953,19.763027358229504,0.8744959047374626,0.9467094726845459,19106.0908203125,0.0
carryover_alpha_0.1,18,65,55.38463236040809,56.53771859460962,0.6459529737010599,0.373000315625697,19106.0908203125,0.0
carryover_alpha_0.1,20,54,64.99375255203981,83.51877904693274,0.6431883182204156,0.34519185388404494,19106.0908203125,0.0
carryover_alpha_0.1,22,41,70.73369066140708,92.02789414824312,0.6218134611390713,0.44589813921820054,19106.0908203125,0.0
carryover_alpha_0.1,24,30,87.78374914663499,145.65775862709603,0.6387472812707226,0.36915368316868213,19106.0908203125,0.0
carryover_alpha_0.1,26,22,119.44816597663758,164.07058914807152,0.5816663564182818,0.3194266953981661,19106.0908203125,0.0
carryover_alpha_0.1,28,16,203.32603394077336,280.6035788859723,0.5443692685803398,0.28933038382729265,19106.0908203125,0.0
carryover_alpha_0.1,30,6,472.1769636054102,665.7432365157733,0.375490375328809,0.18132093937039753,19106.0908203125,0.0
