method,turn,n_sessions,state_latency_mean,state_latency_std,compressed_latency_mean,compressed_latency_std,state_ppl_mean,state_ppl_std,compressed_ppl_mean,compressed_ppl_std,original_size_kb_mean,original_size_kb_std,compressed_size_kb_mean,compressed_size_kb_std,ppl_delta,latency_delta,latency_speedup,compression_ratio
ae_untrained_2048,28,16,0.6339190934377257,0.40878471926989174,0.6395491133152973,0.42867042700670843,189.8106675068633,243.14441060740563,315.3060930808395,461.4925710343736,19106.0283203125,0.0,5288.2783203125,0.0,125.4954255739762,0.005630019877571613,0.9911968920598033,3.6129014327641267
ae_untrained_2048,30,6,0.5004858289224406,0.21514433702670926,0.512157239485532,0.22736897119525815,417.7806081120141,546.5443417900119,508.92704464262414,699.101037798442,19106.0283203125,0.0,5288.2783203125,0.0,91.14643653061006,0.0116714105630914,0.9772112748522007,3.6129014327641267
ae_untrained_4096,1,161,0.5755813236186362,0.5602179060739054,0.5819454290499182,0.5670127644456041,33.80645999190167,38.32103279007297,128.25800907966635,213.29060127970942,19106.0283203125,0.0,9896.3408203125,0.0,94.45154908776468,0.006364105431281963,0.989064085542055,1.9306154332414334
ae_untrained_4096,2,142,0.7026537387651509,0.6714050069238048,0.7129579960814559,0.684539352415553,32.96112184894133,26.86786562608271,90.84030634471071,142.00282807385588,19106.0283203125,0.0,9896.3408203125,0.0,57.87918449576938,0.010304257316305021,0.985547174766341,1.9306154332414334
ae_untrained_4096,3,161,0.634609407427148,0.6635318097085385,0.6394889475806669,0.6729298315803296,28.46993464290171,23.961526881967373,91.57068165717644,102.45065376595065,19106.0283203125,0.0,9896.3408203125,0.0,63.10074701427473,0.00487954015351888,0.9923696255080259,1.9306154332414334
ae_untrained_4096,4,142,0.7516379878646366,0.7203134160192463,0.7620221512477425,0.7360176492929205,29.827058788298753,28.384830500981387,92.9054847144782,183.2476608561905,19106.0283203125,0.0,9896.3408203125,0.0,63.07842592617945,0.010384163383105882,0.986372885137128,1.9306154332414334
ae_untrained_4096,5,161,0.6172005589154798,0.6489307337239247,0.6226070047853665,0.654825947887993,30.08662129103604,31.161405928757887,92.51992769166577,127.17911128770179,19106.0283203125,0.0,9896.3408203125,0.0,62.43330640062973,0.0054064458698867,0.9913164390565273,1.9306154332414334
ae_untrained_4096,6,142,0.7794150311932703,0.7445934887809758,0.7891713112369705,0.7586205726080693,32.21253917871737,32.12553739845241,91.10087474478837,184.33805681859994,19106.0283203125,0.0,9896.3408203125,0.0,58.888335566071,0.009756280043700216,0.9876373102965338,1.9306154332414334
ae_untrained_4096,7,161,0.6600000885407793,0.6949771700496822,0.6649792039772693,0.7032747523581285,36.9113942262532,41.039001546744004,105.640321692158,171.56146216869914,19106.0283203125,0.0,9896.3408203125,0.0,68.7289274659048,0.004979115436489989,0.9925123742115397,1.9306154332414334
ae_untrained_4096,8,142,0.8357389599255378,0.7893642794016148,0.8457558175621056,0.8041077990638285,41.47067799079565,49.357546285489526,99.52945451987908,201.62419719732827,19106.0283203125,0.0,9896.3408203125,0.0,58.05877652908343,0.010016857636567789,0.9881563242858424,1.9306154332414334
ae_untrained_4096,9,100,0.6362950059492141,0.643771413389356,0.6413095532776788,0.6517492920566568,42.65884939754477,47.7488516497942,113.21463923047644,197.53387096084165,19106.0283203125,0.0,9896.3408203125,0.0,70.55578983293167,0.005014547328464736,0.9921807693292017,1.9306154332414334
ae_untrained_4096,10,130,0.7935248619267861,0.7638178806358059,0.8003445292823017,0.7807518179638984,46.407470779295856,70.8461753544688,91.67491136537822,187.8876990989719,19106.0283203125,0.0,9896.3408203125,0.0,45.267440586082365,0.006819667355515646,0.9914790854363295,1.9306154332414334
ae_untrained_4096,11,72,0.6284532091813162,0.7031291085097651,0.6305733845219947,0.7119597047389831,43.27570431831941,49.336556495378304,84.79580250700175,114.48765918847596,19106.0283203125,0.0,9896.3408203125,0.0,41.52009818868234,0.002120175340678543,0.9966377024582385,1.9306154332414334
ae_untrained_4096,12,115,0.7721831520249987,0.7961452617231465,0.7832916106380846,0.8125046316192671,44.0262828372421,44.646241129585825,96.71407840034242,175.72213803259922,19106.0283203125,0.0,9896.3408203125,0.0,52.687795563100316,0.011108458613085959,0.9858182336409338,1.9306154332414334
ae_untrained_4096,13,46,0.7140912586600399,0.9337679920942039,0.7162539295993907,0.9423059200858207,39.52023627197952,43.47371777148403,71.80499458038501,86.12367008615176,19106.0283203125,0.0,9896.3408203125,0.0,32.28475830840549,0.0021626709393508525,0.9969805806991378,1.9306154332414334
ae_untrained_4096,14,96,0.8482019915924562,0.9414175371007956,0.8581568060423402,0.9584624837794581,49.651586103691336,52.54080820928419,115.12100503869884,291.43624339545437,19106.0283203125,0.0,9896.3408203125,0.0,65.4694189350075,0.009954814449883997,0.9883997721863983,1.9306154332414334
ae_untrained_4096,15,27,0.6473655293488668,0.6920104656102459,0.6493159647927516,0.6975857948334389,34.51147999198191,35.34973540377683,84.11683147187226,143.1242886905244,19106.0283203125,0.0,9896.3408203125,0.0,49.60535147989035,0.0019504354438847349,0.9969961689691285,1.9306154332414334
ae_untrained_4096,16,78,0.8284645607300962,0.8934025003855035,0.8417500543515556,0.9178602530167844,52.91850294417319,50.207222265957185,113.43127130508238,212.94660199083478,19106.0283203125,0.0,9896.3408203125,0.0,60.512768360909185,0.013285493621459366,0.9842168188136395,1.9306154332414334
ae_untrained_4096,17,6,0.7566705131903291,1.0185095742845867,0.7449919631859908,1.0181279547235875,13.971931639687652,20.403347394609106,30.738614074774016,14.472631160286785,19106.0283203125,0.0,9896.3408203125,0.0,16.766682435086366,-0.011678550004338262,1.0156760751544143,1.9306154332414334
ae_untrained_4096,18,65,0.7667899034845714,0.7642512591447853,0.7742150510947865,0.7784635340731393,53.60667664291986,53.30301325540442,100.57996007388556,261.32557838297834,19106.0283203125,0.0,9896.3408203125,0.0,46.9732834309657,0.007425147610215066,0.9904094507078938,1.9306154332414334
ae_untrained_4096,20,54,0.7446404409819041,0.7275840112979722,0.7540994342847692,0.7467425492014653,61.01150589773096,69.21362922267724,109.71189584996227,179.6919996470954,19106.0283203125,0.0,9896.3408203125,0.0,48.70038995223131,0.009458993302865149,0.9874565702176443,1.9306154332414334
ae_untrained_4096,22,41,0.7946471213817414,1.0179917391812405,0.8051054456339377,1.0337807703022994,64.78035504908065,76.6497511550132,119.86129260456737,230.66659874090243,19106.0283203125,0.0,9896.3408203125,0.0,55.08093755548671,0.010458324252196283,0.987009994394012,1.9306154332414334
ae_untrained_4096,24,30,0.7993141617160291,0.7933585357946763,0.8095106813590973,0.8096586324386774,79.07644581900901,111.05309329489512,84.12931979050875,131.42181442699214,19106.0283203125,0.0,9896.3408203125,0.0,5.052873971499736,0.010196519643068225,0.9874040949948317,1.9306154332414334
ae_untrained_4096,26,22,0.6983018412508748,0.5476842093959492,0.70761428875002,0.5690468216677496,109.66003403105982,133.42064313558936,169.55605724658952,293.4813755260192,19106.0283203125,0.0,9896.3408203125,0.0,59.896023215529695,0.009312447499145171,0.9868396559436422,1.9306154332414334
ae_untrained_4096,28,16,0.6339190934377257,0.40878471926989174,0.6403628549887799,0.43006497838618146,189.8106675068633,243.14441060740563,135.5575552060783,159.6315475160252,19106.0283203125,0.0,9896.3408203125,0.0,-54.253112300785006,0.006443761551054195,0.9899373277184119,1.9306154332414334
ae_untrained_4096,30,6,0.5004858289224406,0.21514433702670926,0.5134064688657721,0.22781320667447585,417.7806081120141,546.5443417900119,246.37211855117366,277.2274662295586,19106.0283203125,0.0,9896.3408203125,0.0,-171.40848956084042,0.01292063994333148,0.9748335077041861,1.9306154332414334
quant_4bit,1,161,0.5755813236186362,0.5602179060739054,1.0538467671143712,0.7313666784514169,33.80645999190167,38.32103279007297,62.94319364976319,83.46250301311387,19106.0283203125,0.0,5282.5986328125,0.0,29.13673365786152,0.47826544349573497,0.5461717410726468,3.6167859132126208
quant_4bit,2,142,0.7026537387651509,0.6714050069238048,1.187642919594868,0.780808069297215,32.96112184894133,26.86786562608271,55.57627633903394,72.85713737327853,19106.0283203125,0.0,5282.5986328125,0.0,22.615154490092607,0.484989180829717,0.5916372060760839,3.6167859132126208
quant_4bit,3,161,0.634609407427148,0.6635318097085385,1.1391652495114375,0.9238888423128062,28.46993464290171,23.961526881967373,71.58113011740717,133.55634561059406,19106.0283203125,0.0,5282.5986328125,0.0,43.111195474505465,0.5045558420842895,0.557082835610828,3.6167859132126208
quant_4bit,4,142,0.7516379878646366,0.7203134160192463,1.2320621898824113,0.776701971841565,29.827058788298753,28.384830500981387,74.21661494552346,189.076928291145,19106.0283203125,0.0,5282.5986328125,0.0,44.3895561572247,0.4804242020177747,0.6100649740224342,3.6167859132126208
quant_4bit,5,161,0.6172005589154798,0.6489307337239247,1.1388995488411429,0.9382651313419595,30.08662129103604,31.161405928757887,73.32935665518453,110.53989807602498,19106.0283203125,0.0,5282.5986328125,0.0,43.24273536414849,0.5216989899256631,0.5419271256569518,3.6167859132126208
quant_4bit,6,142,0.7794150311932703,0.7445934887809758,1.2734553209066548,0.8063987642972872,32.21253917871737,32.12553739845241,327.06663326727056,2296.023768911051,19106.0283203125,0.0,5282.5986328125,0.0,294.8540940885532,0.49404028971338454,0.6120474102211568,3.6167859132126208
quant_4bit,7,161,0.6600000885407793,0.6949771700496822,1.1892148199005295,1.0391147678539032,36.9113942262532,41.039001546744004,1927.0190261134594,19029.067210589485,19106.0283203125,0.0,5282.5986328125,0.0,1890.1076318872063,0.5292147313597502,0.5549881127414678,3.6167859132126208
quant_4bit,8,142,0.8357389599255378,0.7893642794016148,1.3572914222334052,0.8537834495110551,41.47067799079565,49.357546285489526,1151.1898592793875,12006.827730397656,19106.0283203125,0.0,5282.5986328125,0.0,1109.719181288592,0.5215524623078673,0.6157402502038511,3.6167859132126208
quant_4bit,9,100,0.6362950059492141,0.643771413389356,1.1407930030999704,0.9412681168784738,42.65884939754477,47.7488516497942,700.5073457110173,4186.30415785087,19106.0283203125,0.0,5282.5986328125,0.0,657.8484963134724,0.5044979971507564,0.5577655229477718,3.6167859132126208
quant_4bit,10,130,0.7935248619267861,0.7638178806358059,1.3272956647802718,0.8481099851735483,46.407470779295856,70.8461753544688,3732424.4604791193,42387792.00528496,19106.0283203125,0.0,5282.5986328125,0.0,3732378.05300834,0.5337708028534858,0.5978508654725025,3.6167859132126208
quant_4bit,11,72,0.6284532091813162,0.7031291085097651,1.1707909750661605,0.9799319805789112,43.27570431831941,49.336556495378304,681.8614727234152,3579.8120091060473,19106.0283203125,0.0,5282.5986328125,0.0,638.5857684050958,0.5423377658848443,0.5367766087757918,3.6167859132126208
quant_4bit,12,115,0.7721831520249987,0.7961452617231465,1.291940110043177,0.890159402096907,44.0262828372421,44.646241129585825,1156.204549178863,7339.047054751042,19106.0283203125,0.0,5282.5986328125,0.0,1112.1782663416209,0.5197569580181784,0.597692684066595,3.6167859132126208
quant_4bit,13,46,0.7140912586600399,0.9337679920942039,1.255561130931196,1.0977012605025782,39.52023627197952,43.47371777148403,803.8864620774693,3044.2400620381914,19106.0283203125,0.0,5282.5986328125,0.0,764.3662258054898,0.5414698722711562,0.5687427247213593,3.6167859132126208
quant_4bit,14,96,0.8482019915924562,0.9414175371007956,1.3933158899696234,1.050874330308991,49.651586103691336,52.54080820928419,156278.21884307303,1487386.3974656048,19106.0283203125,0.0,5282.5986328125,0.0,156228.56725696934,0.5451138983771672,0.6087650314609908,3.6167859132126208
quant_4bit,15,27,0.6473655293488668,0.6920104656102459,1.3517832304178565,1.4762017045821259,34.51147999198191,35.34973540377683,122.31446119627188,277.5738827251376,19106.0283203125,0.0,5282.5986328125,0.0,87.80298120428998,0.7044177010689897,0.47889744064124573,3.6167859132126208
quant_4bit,16,78,0.8284645607300962,0.8934025003855035,1.3614351077375408,1.0219529541549448,52.91850294417319,50.207222265957185,39535.49552157992,345462.9518976947,19106.0283203125,0.0,5282.5986328125,0.0,39482.57701863575,0.5329705470074446,0.6085229887356546,3.6167859132126208
quant_4bit,17,6,0.7566705131903291,1.0185095742845867,1.650608953864624,2.281723268073309,13.971931639687652,20.403347394609106,34.23926050512875,19.98300682344689,19106.0283203125,0.0,5282.5986328125,0.0,20.267328865441094,0.893938440674295,0.4584190043430408,3.6167859132126208
quant_4bit,18,65,0.7667899034845714,0.7642512591447853,1.3358677390318077,0.9388987049422538,53.60667664291986,53.30301325540442,103038598.1492095,824307541.7981535,19106.0283203125,0.0,5282.5986328125,0.0,103038544.54253286,0.5690778355472362,0.5740013633687383,3.6167859132126208
quant_4bit,20,54,0.7446404409819041,0.7275840112979722,1.2975036957370187,0.9016625254356416,61.01150589773096,69.21362922267724,93903.63837476946,682579.0532985764,19106.0283203125,0.0,5282.5986328125,0.0,93842.62686887174,0.5528632547551147,0.5739023660806818,3.6167859132126208
quant_4bit,22,41,0.7946471213817414,1.0179917391812405,1.2853760751214152,1.1665969121949458,64.78035504908065,76.6497511550132,345819739.7349786,2187155445.8887286,19106.0283203125,0.0,5282.5986328125,0.0,345819674.9546236,0.49072895373967373,0.618221497009488,3.6167859132126208
quant_4bit,24,30,0.7993141617160291,0.7933585357946763,1.3240130894817412,0.9121974254333065,79.07644581900901,111.05309329489512,66.0784751969992,91.47695258636787,19106.0283203125,0.0,5282.5986328125,0.0,-12.997970622009817,0.5246989277657121,0.6037056340801773,3.6167859132126208
quant_4bit,26,22,0.6983018412508748,0.5476842093959492,1.214576200074093,0.7269518844628373,109.66003403105982,133.42064313558936,106.73192352974428,127.10115046799912,19106.0283203125,0.0,5282.5986328125,0.0,-2.928110501315544,0.5162743588232181,0.5749345666482484,3.6167859132126208
quant_4bit,28,16,0.6339190934377257,0.40878471926989174,1.1753400523448363,0.5849969191898983,189.8106675068633,243.14441060740563,123.93870529517547,125.96969553442642,19106.0283203125,0.0,5282.5986328125,0.0,-65.87196221168783,0.5414209589071106,0.5393495203137504,3.6167859132126208
quant_4bit,30,6,0.5004858289224406,0.21514433702670926,1.0094692558826257,0.43681955030695874,417.7806081120141,546.5443417900119,295.0786610337056,221.53130885277346,19106.0283203125,0.0,5282.5986328125,0.0,-122.70194707830848,0.5089834269601851,0.4957910565437109,3.6167859132126208
quant_8bit,1,161,0.5755813236186362,0.5602179060739054,0.6000857444057784,0.5751749589872026,33.80645999190167,38.32103279007297,53.17387555062533,66.729275327619,19106.0283203125,0.0,5282.5986328125,0.0,19.367415558723664,0.02450442078714221,0.9591651342902552,3.6167859132126208
quant_8bit,2,142,0.7026537387651509,0.6714050069238048,0.7349045812578636,0.6933760713433659,32.96112184894133,26.86786562608271,1077.691707871558,8058.820612309015,19106.0283203125,0.0,5282.5986328125,0.0,1044.7305860226168,0.032250842492712706,0.9561156055966992,3.6167859132126208
quant_8bit,3,161,0.634609407427148,0.6635318097085385,0.6591203305783525,0.6784461274906506,28.46993464290171,23.961526881967373,221.06600317895132,1677.1016526085273,19106.0283203125,0.0,5282.5986328125,0.0,192.59606853604961,0.02451092315120451,0.9628126731735052,3.6167859132126208
quant_8bit,4,142,0.7516379878646366,0.7203134160192463,0.7837090224165364,0.743746654393254,29.827058788298753,28.384830500981387,133.6914819714398,592.8788233300428,19106.0283203125,0.0,5282.5986328125,0.0,103.86442318314104,0.032071034551899746,0.9590778801384601,3.6167859132126208
quant_8bit,5,161,0.6172005589154798,0.6489307337239247,0.6424368019880993,0.6610892449753308,30.08662129103604,31.161405928757887,91.89707814886322,261.4542825358687,19106.0283203125,0.0,5282.5986328125,0.0,61.81045685782718,0.025236243072619513,0.9607179367767804,3.6167859132126208
quant_8bit,6,142,0.7794150311932703,0.7445934887809758,0.8115435825483742,0.765796838996293,32.21253917871737,32.12553739845241,58.212452262065376,56.50033735280152,19106.0283203125,0.0,5282.5986328125,0.0,25.999913083348005,0.03212855135510395,0.9604105656849442,3.6167859132126208
quant_8bit,7,161,0.6600000885407793,0.6949771700496822,0.684410762096761,0.7101638068237041,36.9113942262532,41.039001546744004,320.5755595987919,2609.93404281199,19106.0283203125,0.0,5282.5986328125,0.0,283.6641653725387,0.0244106735559817,0.9643332996675897,3.6167859132126208
quant_8bit,8,142,0.8357389599255378,0.7893642794016148,0.8672911590555499,0.810631650107795,41.47067799079565,49.357546285489526,71.36474464957728,81.53445065306185,19106.0283203125,0.0,5282.5986328125,0.0,29.894066658781625,0.03155219913001206,0.9636198307793529,3.6167859132126208
quant_8bit,9,100,0.6362950059492141,0.643771413389356,0.6631997684342786,0.6625845175886151,42.65884939754477,47.7488516497942,166187.07713365176,1651805.397178632,19106.0283203125,0.0,5282.5986328125,0.0,166144.4182842542,0.02690476248506457,0.9594318879987203,3.6167859132126208
quant_8bit,10,130,0.7935248619267861,0.7638178806358059,0.8225543275833703,0.7885473202364187,46.407470779295856,70.8461753544688,72.81462909305907,84.42798332573489,19106.0283203125,0.0,5282.5986328125,0.0,26.40715831376321,0.029029465656584263,0.9647081479203062,3.6167859132126208
quant_8bit,11,72,0.6284532091813162,0.7031291085097651,0.6507535230743492,0.7225340199555995,43.27570431831941,49.336556495378304,680.7984474499481,4813.474199962642,19106.0283203125,0.0,5282.5986328125,0.0,637.5227431316287,0.022300313893032997,0.9657315510368967,3.6167859132126208
quant_8bit,12,115,0.7721831520249987,0.7961452617231465,0.8062310927426037,0.8193660127458184,44.0262828372421,44.646241129585825,78.51217970243223,108.94335832164326,19106.0283203125,0.0,5282.5986328125,0.0,34.485896865190135,0.034047940717605085,0.9577690056559562,3.6167859132126208
quant_8bit,13,46,0.7140912586600399,0.9337679920942039,0.7371120211344374,0.9585281873149357,39.52023627197952,43.47371777148403,159.53092911188506,710.4204366500317,19106.0283203125,0.0,5282.5986328125,0.0,120.01069283990554,0.02302076247439755,0.9687689770152331,3.6167859132126208
quant_8bit,14,96,0.8482019915924562,0.9414175371007956,0.8777706510930633,0.9625155606064276,49.651586103691336,52.54080820928419,88.7673393483456,126.95803884200478,19106.0283203125,0.0,5282.5986328125,0.0,39.115753244654265,0.029568659500607053,0.9663139118814397,3.6167859132126208
quant_8bit,15,27,0.6473655293488668,0.6920104656102459,0.6658018865208659,0.7002827788402075,34.51147999198191,35.34973540377683,1483.1881179570464,7290.645814489134,19106.0283203125,0.0,5282.5986328125,0.0,1448.6766379650644,0.018436357171999096,0.972309545008444,3.6167859132126208
quant_8bit,16,78,0.8284645607300962,0.8934025003855035,0.8610206346791716,0.9158598556420144,52.91850294417319,50.207222265957185,17556.175890299906,153296.7244340158,19106.0283203125,0.0,5282.5986328125,0.0,17503.257387355734,0.03255607394907534,0.9621889735996789,3.6167859132126208
quant_8bit,17,6,0.7566705131903291,1.0185095742845867,0.7811936116001258,1.0752870639936691,13.971931639687652,20.403347394609106,25.120593755705382,15.38455779076471,19106.0283203125,0.0,5282.5986328125,0.0,11.14866211601773,0.024523098409796718,0.9686081682624543,3.6167859132126208
quant_8bit,18,65,0.7667899034845714,0.7642512591447853,0.795721665970408,0.7869895510561468,53.60667664291986,53.30301325540442,80.8654180739343,76.11964669734046,19106.0283203125,0.0,5282.5986328125,0.0,27.258741431014435,0.02893176248583662,0.9636408511630089,3.6167859132126208
quant_8bit,20,54,0.7446404409819041,0.7275840112979722,0.7718901958195837,0.756587788567347,61.01150589773096,69.21362922267724,98.23337312423028,116.2909719823176,19106.0283203125,0.0,5282.5986328125,0.0,37.22186722649932,0.027249754837679663,0.9646973688935818,3.6167859132126208
quant_8bit,22,41,0.7946471213817414,1.0179917391812405,0.8256626195251578,1.0426024207167024,64.78035504908065,76.6497511550132,115.44597586175291,139.25579155763356,19106.0283203125,0.0,5282.5986328125,0.0,50.66562081267226,0.03101549814341642,0.9624356275675244,3.6167859132126208
quant_8bit,24,30,0.7993141617160291,0.7933585357946763,0.8296803787505875,0.819086393753684,79.07644581900901,111.05309329489512,101.05364801829641,104.23253941709973,19106.0283203125,0.0,5282.5986328125,0.0,21.977202199287404,0.03036621703455844,0.9634001022414357,3.6167859132126208
quant_8bit,26,22,0.6983018412508748,0.5476842093959492,0.7383244783321227,0.584651816056168,109.66003403105982,133.42064313558936,186.70982074902398,246.46046714845912,19106.0283203125,0.0,5282.5986328125,0.0,77.04978671796415,0.04002263708124787,0.9457926179399345,3.6167859132126208
quant_8bit,28,16,0.6339190934377257,0.40878471926989174,0.6681391661986709,0.44651347986223927,189.8106675068633,243.14441060740563,185.65170234451304,160.97343805045927,19106.0283203125,0.0,5282.5986328125,0.0,-4.158965162350256,0.034220072760945186,0.9487830163352976,3.6167859132126208
quant_8bit,30,6,0.5004858289224406,0.21514433702670926,0.5505567949730903,0.2394193836152562,417.7806081120141,546.5443417900119,269.09640263110634,143.5892307774756,19106.0283203125,0.0,5282.5986328125,0.0,-148.68420548090774,0.050070966050649646,0.9090539495510233,3.6167859132126208
quant_16bit,1,161,0.5755813236186362,0.5602179060739054,1.0507603886288515,0.7300278819962076,33.80645999190167,38.32103279007297,33.890189563024904,38.85149261936285,19106.0283203125,0.0,9890.6708984375,0.0,0.08372957112323576,0.47517906501021523,0.5477760009298775,1.9317221770396602
quant_16bit,2,142,0.7026537387651509,0.6714050069238048,1.1867519084357616,0.7783691384694221,32.96112184894133,26.86786562608271,33.027240231104244,27.123482895734107,19106.0283203125,0.0,9890.6708984375,0.0,0.06611838216291233,0.4840981696706107,0.5920814062067171,1.9317221770396602
quant_16bit,3,161,0.634609407427148,0.6635318097085385,1.1389875200183726,0.9251412469415937,28.46993464290171,23.961526881967373,28.517152493199657,24.09405393169647,19106.0283203125,0.0,9890.6708984375,0.0,0.04721785029794745,0.5043781125912246,0.5571697637362272,1.9317221770396602
quant_16bit,4,142,0.7516379878646366,0.7203134160192463,1.2308042629648157,0.7767078947621795,29.827058788298753,28.384830500981387,29.806705518128375,28.402163655474713,19106.0283203125,0.0,9890.6708984375,0.0,-0.02035327017037858,0.47916627510017906,0.6106884827113435,1.9317221770396602
quant_16bit,5,161,0.6172005589154798,0.6489307337239247,1.1396384762472802,0.9391657201252138,30.08662129103604,31.161405928757887,30.071312844280293,31.038716326323733,19106.0283203125,0.0,9890.6708984375,0.0,-0.015308446755746274,0.5224379173318004,0.5415757468525122,1.9317221770396602
quant_16bit,6,142,0.7794150311932703,0.7445934887809758,1.2713219037600858,0.8052975803339765,32.21253917871737,32.12553739845241,32.381257356341465,32.11273648026034,19106.0283203125,0.0,9890.6708984375,0.0,0.16871817762409336,0.49190687256681553,0.6130744926898982,1.9317221770396602
