label,offset,n,state_ppl_mean,state_ppl_std,state_latency_mean,state_latency_std,state_size_kb_mean,state_size_kb_std
baseline,28,16,188.94217040973209,241.4010269368332,0.759699163318146,0.15192278416368535,19105.9423828125,0.0
baseline,30,6,409.5987414919432,528.9348198022452,0.7811430733030041,0.11934468849699013,19105.9423828125,0.0
carryover_beta_0.0,1,160,52.67410293389173,56.56779085445218,0.7431437383173034,0.3795617341655458,19106.0830078125,0.0
carryover_beta_0.0,2,142,49.95318013328847,54.061932204937214,0.7846870872283905,0.40322297104244165,19106.0830078125,0.0
carryover_beta_0.0,3,160,47.43893503855482,42.898654286399804,0.7888981889525895,0.46690208728121646,19106.0830078125,0.0
carryover_beta_0.0,4,142,46.032039139917515,44.94510816640703,0.8243765138666814,0.3758705205756873,19106.0830078125,0.0
carryover_beta_0.0,5,160,48.51250096326658,47.74434864573145,0.7868355674669146,0.4671397999429324,19106.0830078125,0.0
carryover_beta_0.0,6,142,48.852247249443906,52.85472327108984,0.8425259259594998,0.44584312281558364,19106.0830078125,0.0
carryover_beta_0.0,7,160,57.18364431574938,62.448698672540374,0.8026710084464866,0.5271510813583412,19106.0830078125,0.0
carryover_beta_0.0,8,142,58.212085003104846,72.13163738770952,0.895012325476068,0.4319143289422574,19106.0830078125,0.0
carryover_beta_0.0,9,100,62.345814205454715,70.09706520779633,0.7781384767033159,0.4900402194887714,19106.0830078125,0.0
carryover_beta_0.0,10,130,60.38219040386354,83.15601567063861,0.9168274280686791,0.45899299196595134,19106.0830078125,0.0
carryover_beta_0.0,11,72,61.78434979474191,73.17623714485084,0.7747096045770578,0.5155036076665982,19106.0830078125,0.0
carryover_beta_0.0,12,115,59.713954764772105,72.73219783648725,0.8700846485793591,0.4369565409024725,19106.0830078125,0.0
carryover_beta_0.0,13,46,48.37471307839544,45.148575513295,0.8010962466587839,0.5328659022742399,19106.0830078125,0.0
carryover_beta_0.0,14,96,70.91409101328499,101.43714639715448,0.9067627519446736,0.49582900439745337,19106.0830078125,0.0
carryover_beta_0.0,15,27,41.54192281374066,36.452154526427684,0.8579643672953049,0.6558784518835544,19106.0830078125,0.0
carryover_beta_0.0,16,78,85.19376868980943,152.6187902134836,0.8827771857165947,0.46170772406609056,19106.0830078125,0.0
carryover_beta_0.0,17,6,16.955795966415696,20.38984601568772,1.071595611050725,1.1836349713753407,19106.0830078125,0.0
carryover_beta_0.0,18,65,81.48594805538868,129.49248818254387,0.8410563148987981,0.46054454656696436,19106.0830078125,0.0
carryover_beta_0.0,20,54,103.1779834251357,251.72234317836853,0.8564698124407895,0.4877709073704305,19106.0830078125,0.0
carryover_beta_0.0,22,41,107.20512100784345,205.8646186967838,0.8403529766947031,0.5494648284506679,19106.0830078125,0.0
carryover_beta_0.0,24,30,134.5625063060555,350.51928199955455,0.8277541575022042,0.4443843558946497,19106.0830078125,0.0
carryover_beta_0.0,26,22,159.72665990242177,297.2413377943518,0.7811030161736364,0.32931815215163235,19106.0830078125,0.0
carryover_beta_0.0,28,16,255.2622116080256,436.8262611508576,0.7681000762386248,0.2953100870716698,19106.0830078125,0.0
carryover_beta_0.0,30,6,609.0109441641949,953.2666541262121,0.6262746282542745,0.27973847650954237,19106.0830078125,0.0
carryover_beta_0.3,1,160,48.7892334314577,52.57150815845523,0.7754274352046195,0.3481947752512243,19106.0830078125,0.0
carryover_beta_0.3,2,142,47.700713411568216,46.92782908885026,0.8450858213440319,0.3896225692660308,19106.0830078125,0.0
carryover_beta_0.3,3,160,45.079317834060966,39.37333206392217,0.8074957353645005,0.4462474914849029,19106.0830078125,0.0
carryover_beta_0.3,4,142,44.581722944952276,41.95378566600736,0.8549425778779346,0.3887373101728178,19106.0830078125,0.0
carryover_beta_0.3,5,160,46.81955107416799,45.59519730452843,0.8154970398347359,0.43640293089961707,19106.0830078125,0.0
carryover_beta_0.3,6,142,47.956843532394835,52.23964227392093,0.8635984663785973,0.4096849045649562,19106.0830078125,0.0
carryover_beta_0.3,7,160,55.46486353447642,59.65955333480894,0.8218856163148303,0.5039598491737958,19106.0830078125,0.0
carryover_beta_0.3,8,142,57.386575871880964,72.21162844242072,0.8999481411506487,0.42848862519750114,19106.0830078125,0.0
carryover_beta_0.3,9,100,60.33581905414186,65.8005287072653,0.7835052348580211,0.4370849792247976,19106.0830078125,0.0
carryover_beta_0.3,10,130,59.64477095600327,82.0134443299729,0.8732262229546904,0.42522473724553417,19106.0830078125,0.0
